# Source: Manual Técnico SIFEN v150, Tabla 2.1 (DEPARTAMENTOS, DISTRITOS Y CIUDADES)
# Original file: CODIGO DE REFERENCIA GEOGRAFICA.xlsx (DNIT 2023)
# Generated by: scripts/generate_geo_catalogs.py
codigo,nombre,nombre_display,codigo_padre,activo
1587,COSTA JHU,COSTA JHU,118,1
1588,ESTANCIA CAPII BEBE,ESTANCIA CAPII BEBE,118,1
1589,ESTANCIA LOMA POTY,ESTANCIA LOMA POTY,118,1
1590,ESTANCIA MEZA,ESTANCIA MEZA,118,1
1591,ESTANCIA ROSARIO,ESTANCIA ROSARIO,118,1
1592,ESTANCIA SAN JUAN,ESTANCIA SAN JUAN,118,1
1593,ESTANCIA SAN ROQUE,ESTANCIA SAN ROQUE,118,1
1594,ESTANCIA SANTA NINA,ESTANCIA SANTA NINA,118,1
1595,ESTANCIA SANTA TERESA,ESTANCIA SANTA TERESA,118,1
1596,ESTANCIA SANTO TOMAS,ESTANCIA SANTO TOMAS,118,1
1597,ESTANCIA TEBICUARY,ESTANCIA TEBICUARY,118,1
1598,ESTANCIA YGAU,ESTANCIA YGAU,118,1
1599,ESTANCIA Z.BARRIOS,ESTANCIA Z.BARRIOS,118,1
1600,ISLA TACUARA,ISLA TACUARA,118,1
1601,ITA YURU,ITA YURU,118,1
1602,JHUGUA,JHUGUA,118,1
1603,PUESTO CAACUPE MI,PUESTO CAACUPE MI,118,1
1604,PUESTO CANGUERY,PUESTO CANGUERY,118,1
1605,PUESTO ESTANCIA BELLA ITALIA,PUESTO ESTANCIA BELLA ITALIA,118,1
1606,PUESTO RANCHO DEL MEDIO,PUESTO RANCHO DEL MEDIO,118,1
1607,SAN MAURICIO,SAN MAURICIO,118,1
1608,SAN MIGUEL (MUNICIPIO),SAN MIGUEL (MUNICIPIO),118,1
1609,SAN PEDRO,SAN PEDRO,118,1
1610,SAN ROQUE,SAN ROQUE,118,1
1611,YSYPO,YSYPO,118,1
1612,SAN PATRICIO,SAN PATRICIO,119,1
1613,ARROCERA ISLA GUAZU,ARROCERA ISLA GUAZU,119,1
1614,ESTANCIA ISLA TIMBO,ESTANCIA ISLA TIMBO,119,1
1615,SANTO ANGEL,SANTO ANGEL,119,1
1616,NACUTI,ÑACUTI,119,1
1617,SANTIAGO,SANTIAGO,120,1
1618,CAAGUAZU,CAAGUAZU,120,1
1619,CAAGUY PO I,CAAGUY PO I,120,1
1620,CAAGUY GUAZU,CAAGUY GUAZU,120,1
1621,POTRERO YBATE,POTRERO YBATE,120,1
1622,SAN ANTONIO,SAN ANTONIO,120,1
1623,SAN FELIPE,SAN FELIPE,120,1
1624,SAN RAMON,SAN RAMON,120,1
1625,SANTIAGO (MUNICIPIO),SANTIAGO (MUNICIPIO),120,1
1626,TAMBORY,TAMBORY,120,1
1627,SANTA MARIA,SANTA MARIA,121,1
1628,ARROYO CARE,ARROYO CARE,121,1
1629,CERRO COSTA,CERRO COSTA,121,1
1630,ESTANCIA ARNOL CUE,ESTANCIA ARNOL CUE,121,1
1631,ESTANCIA CA'A CORA,ESTANCIA CA'A CORA,121,1
1632,ESTANCIA CAPURRO,ESTANCIA CAPURRO,121,1
1633,ESTANCIA MARIA HORTENCIA,ESTANCIA MARIA HORTENCIA,121,1
1634,ESTANCIA RAMIREZ CUE,ESTANCIA RAMIREZ CUE,121,1
1635,ESTANCIA SAN BORJA,ESTANCIA SAN BORJA,121,1
1636,ESTANCIA TORORO 1A.,ESTANCIA TORORO 1A.,121,1
1637,ESTANCIA TORORO 2A.,ESTANCIA TORORO 2A.,121,1
1638,ESTANCIA LA ARMONIA,ESTANCIA LA ARMONIA,121,1
1639,ITACURUBI,ITACURUBI,121,1
1640,PARACAU,PARACAU,121,1
1641,PUERTO ROAS CUE,PUERTO ROAS CUE,121,1
1642,SAN ANTONIO,SAN ANTONIO,121,1
1643,MUNICIPIO,MUNICIPIO,20,1
1644,MUNAG - CUA,MUÑAG - CUA,20,1
1645,PASO RIVEROS,PASO RIVEROS,20,1
1646,PIRAY,PIRAY,20,1
1647,PIRITI - CUE,PIRITI - CUE,20,1
1648,POTRERO - PUCU,POTRERO - PUCU,20,1
1649,POTRERO CAAPIIPOBO,POTRERO CAAPIIPOBO,20,1
1650,POTRERO CARRILLO,POTRERO CARRILLO,20,1
1651,POTRERO CAZAL,POTRERO CAZAL,20,1
1652,PUERTO - MI,PUERTO - MI,20,1
1653,PUERTO CUE,PUERTO CUE,20,1
1654,PUERTO ROSARIO,PUERTO ROSARIO,20,1
1655,STA. CATALINA,STA. CATALINA,20,1
1656,TACURU,TACURU,20,1
1657,TAPERE,TAPERE,20,1
1658,TAYI CARE,TAYI CARE,20,1
1659,URUCUY,URUCUY,20,1
1660,VALLE MI,VALLE MI,20,1
1661,VOLENDAM,VOLENDAM,20,1
1662,YCUA PORA,YCUA PORA,20,1
1663,YCUA RETA,YCUA RETA,20,1
1664,YECOREY,YECOREY,20,1
1665,YETYTY,YETYTY,20,1
1666,YAHACA GUAZU,YAHACA GUAZU,20,1
1667,YRUCUY,YRUCUY,20,1
1668,NAMBUE,ÑAMBUE,20,1
1669,NANDEYARA,ÑANDEYARA,20,1
1670,NANDUA -CUA,ÑANDUA -CUA,20,1
1671,NANDUCUAI,ÑANDUCUAI,20,1
1672,NEEMBUCU,ÑEEMBUCU,20,1
1673,NUAMBUA,ÑUAMBUA,20,1
1674,YATAITY DEL NORTE,YATAITY DEL NORTE,21,1
1675,CALLE SAN ANTONIO,CALLE SAN ANTONIO,21,1
1676,CALLE SAN FELIPE,CALLE SAN FELIPE,21,1
1677,COL. YATAYTY,COL. YATAYTY,21,1
1678,COLONIA,COLONIA,21,1
1679,F. MATIAUDA,F. MATIAUDA,21,1
1680,GUAVIRA,GUAVIRA,21,1
1681,GUAZU RETA,GUAZU RETA,21,1
1682,YATAYTY CORA,YATAYTY CORA,21,1
1683,ZONA A,ZONA A,21,1
1684,ISIDORO RESQUIN,ISIDORO RESQUIN,22,1
1685,COL. NARANJITO,COL. NARANJITO,22,1
1686,COL. PALOMA,COL. PALOMA,22,1
1687,COL. RADIO URBANO,COL. RADIO URBANO,22,1
1688,COL. SUSANA,COL. SUSANA,22,1
1689,COL. YBYPE,COL. YBYPE,22,1
1690,COL.ANARETA,COL.AÑARETA,22,1
1691,ORQUETA,ORQUETA,22,1
1692,CHORE,CHORE,23,1
1693,COLONIA,COLONIA,23,1
1694,SAN ANTONIO,SAN ANTONIO,23,1
1695,SAN PABLO,SAN PABLO,23,1
1696,SAN PABLO,SAN PABLO,24,1
1697,COLONIA,COLONIA,24,1
1698,SAN ANTONIO,SAN ANTONIO,24,1
1699,SAN JOSE DEL ROSARIO,SAN JOSE DEL ROSARIO,25,1
1700,ALFONSO CENTRAL,ALFONSO CENTRAL,25,1
1701,ALFONSO TRANQUERA,ALFONSO TRANQUERA,25,1
1702,ESTANCIA SAN JOSE,ESTANCIA SAN JOSE,25,1
1703,ESTANCIA GAZORY,ESTANCIA GAZORY,25,1
1704,SAN ANTONIO,SAN ANTONIO,25,1
1705,SAN JOSE OBRERO,SAN JOSE OBRERO,25,1
1706,SAN JUAN,SAN JUAN,25,1
1707,SAN ISIDRO,SAN ISIDRO,25,1
1708,SANTO DOMINGO,SANTO DOMINGO,25,1
1709,TRES REYES,TRES REYES,25,1
1710,CAACUPE,CAACUPE,26,1
1711,ALMADA,ALMADA,26,1
1712,AQUINO CANADA,AQUINO CAÑADA,26,1
1713,ARAZATY,ARAZATY,26,1
1714,AZCURRA,AZCURRA,26,1
1715,BARRIO DANIEL SCURRA,BARRIO DANIEL SCURRA,26,1
1716,BARRIO SAN FRANCISCO,BARRIO SAN FRANCISCO,26,1
1717,CAACUPE,CAACUPE,26,1
1718,CABANAS,CABAÑAS,26,1
1719,CERRO REAL,CERRO REAL,26,1
1720,COL. CNEL. MARTINEZ,COL. CNEL. MARTINEZ,26,1
1721,COSTA PUCU,COSTA PUCU,26,1
1722,DANIEL SCURRA 2DA.,DANIEL SCURRA 2DA.,26,1
1723,ISLA YOBAY,ISLA YOBAY,26,1
1724,ITA YBU GUAZU,ITA YBU GUAZU,26,1
1725,ITA YBU MI,ITA YBU MI,26,1
1726,JHACA ROYSA,JHACA ROYSA,26,1
1727,LOMA GUAZU,LOMA GUAZU,26,1
1728,POTRERO POI,POTRERO POI,26,1
1729,YPUCU,YPUCU,26,1
1730,YTA GUAZU,YTA GUAZU,26,1
1731,YTU MI,YTU MI,26,1
1732,ALTOS,ALTOS,27,1
1733,ACUNA DE FIGUEROA,ACUÑA DE FIGUEROA,27,1
1734,AGAI HY,AGAI HY,27,1
1735,AGUARA,AGUARA,27,1
1736,ALTOS ( MUNICIPIO ),ALTOS ( MUNICIPIO ),27,1
1737,CHOCHI,CHOCHI,27,1
1738,ESTANCIA CLEMENTINA,ESTANCIA CLEMENTINA,27,1
1739,ITA GUAZU,ITA GUAZU,27,1
1740,ITA YGAZA,ITA YGAZA,27,1
1741,LOMA GRANDE,LOMA GRANDE,27,1
1742,PARARU,PARARU,27,1
1743,RETIRO RIO NEGRO,RETIRO RIO NEGRO,27,1
1744,TUKUNGA CORDILLERA,TUKUNGA CORDILLERA,27,1
1745,TUKUNGA CANADA,TUKUNGA CAÑADA,27,1
1746,VILLA FLOR,VILLA FLOR,27,1
1747,YACARE,YACARE,27,1
1748,YAYI CANADA,YAYI CAÑADA,27,1
1749,YBU,YBU,27,1
1750,ARROYOS Y ESTEROS,ARROYOS Y ESTEROS,28,1
1751,ACEVEDO,ACEVEDO,28,1
1752,ARROYOS Y ESTEROS,ARROYOS Y ESTEROS,28,1
1753,BOQUERON,BOQUERON,28,1
1754,CAMP. H. MATIAUDA,CAMP. H. MATIAUDA,28,1
1755,CANADA,CAÑADA,28,1
1756,CANADA DOMINGUEZ,CAÑADA DOMINGUEZ,28,1
1757,CERRITO,CERRITO,28,1
1758,COSTA PUCU,COSTA PUCU,28,1
1759,CURUPAYTY,CURUPAYTY,28,1
1760,CYRATY,CYRATY,28,1
1761,EL CARMEN,EL CARMEN,28,1
1762,ESTACION GONZALES CUE,ESTACION GONZALES CUE,28,1
1763,ESTACION YPE CUE,ESTACION YPE CUE,28,1
1764,ESTANCIA 4 VIENTOS,ESTANCIA 4 VIENTOS,28,1
1765,ESTANCIA CATIGUA,ESTANCIA CATIGUA,28,1
1766,ESTANCIA JUAN DE MENA,ESTANCIA JUAN DE MENA,28,1
1767,ESTANCIA LOPEZ CUE,ESTANCIA LOPEZ CUE,28,1
1768,ESTANCIA MANDUVIRA,ESTANCIA MANDUVIRA,28,1
1769,ESTANCIA SANJA JHU,ESTANCIA SANJA JHU,28,1
1770,GRAL. DIAZ,GRAL. DIAZ,28,1
1771,INGLON CUE,INGLON CUE,28,1
1772,ISLA ALTA,ISLA ALTA,28,1
1773,ISLA GUAZU,ISLA GUAZU,28,1
1774,ISLA TACUARA,ISLA TACUARA,28,1
1775,ITA PIRU,ITA PIRU,28,1
1776,KIRAYTY,KIRAYTY,28,1
1777,LAGUNA VERA,LAGUNA VERA,28,1
1778,MAINUMBY,MAINUMBY,28,1
1779,MAINUMBYI,MAINUMBYI,28,1
1780,NUEVA COLOMBIA,NUEVA COLOMBIA,28,1
1781,PUERTO OLIVARES,PUERTO OLIVARES,28,1
1782,RETIRO CARBONERIA - CUE,RETIRO CARBONERIA - CUE,28,1
1783,RETIRO DONKI CUE,RETIRO DONKI CUE,28,1
1784,RETIRO ILDEFONSO - CUE,RETIRO ILDEFONSO - CUE,28,1
1785,SAN ANTONIO,SAN ANTONIO,28,1
1786,URUNDEY,URUNDEY,28,1
1787,YUASY ITA,YUASY ITA,28,1
1788,ATYRA,ATYRA,29,1
1789,ATYRA ( MUNICIPIO ),ATYRA ( MUNICIPIO ),29,1
1790,CANDIA,CANDIA,29,1
1791,CARUMBY,CARUMBY,29,1
1792,COL. BERNARDINO CABALLERO,COL. BERNARDINO CABALLERO,29,1
1793,GRANJA LADONESA,GRANJA LADONESA,29,1
1794,MONAIRY,MOÑAIRY,29,1
1795,POTRERO,POTRERO,29,1
1796,SAN VICENTE,SAN VICENTE,29,1
1797,SANJA JHU,SANJA JHU,29,1
1798,ALFONSO LOMA,ALFONSO LOMA,30,1
1799,BOQUERON,BOQUERON,30,1
1800,CAPELLANIA,CAPELLANIA,30,1
1801,CARAGUATAY ( MUNICIPIO ),CARAGUATAY ( MUNICIPIO ),30,1
1802,ESTANCIA LOBO CUA,ESTANCIA LOBO CUA,30,1
1803,ESTANCIA SALADILLO,ESTANCIA SALADILLO,30,1
1804,ESTANCIA SAN MARCO,ESTANCIA SAN MARCO,30,1
1805,FULGENCIO YEGROS,FULGENCIO YEGROS,30,1
1806,ISLA GUAZU,ISLA GUAZU,30,1
1807,ISLA PAU,ISLA PAU,30,1
1808,JHUGUA GUAZU,JHUGUA GUAZU,30,1
1809,JHUGUA POI,JHUGUA POI,30,1
1810,ROLON,ROLON,30,1
1811,RIO NEGRO ENSENADA,RIO NEGRO ENSENADA,30,1
1812,RIO NEGRO LLANE,RIO NEGRO LLANE,30,1
1813,RIO NEGRO POTRERO,RIO NEGRO POTRERO,30,1
1814,SAN MIGUEL,SAN MIGUEL,30,1
1815,SAN PEDRO,SAN PEDRO,30,1
1816,SANTA LUCIA,SANTA LUCIA,30,1
1817,TACUARY,TACUARY,30,1
1818,TENIENTE GONZALES,TENIENTE GONZALES,30,1
1819,VERA COSTA,VERA COSTA,30,1
1820,EMBOSCADA,EMBOSCADA,31,1
1821,4TA. COMP. COCUE GUAZU,4TA. COMP. COCUE GUAZU,31,1
1822,CHOCHI,CHOCHI,31,1
1823,EMBOSCADA ( MUNICIPIO ),EMBOSCADA ( MUNICIPIO ),31,1
1824,ESTANCIA CARANDAYTY,ESTANCIA CARANDAYTY,31,1
1825,ESTANCIA CAREAGA,ESTANCIA CAREAGA,31,1
1826,ESTANCIA CLEMENTINA,ESTANCIA CLEMENTINA,31,1
1827,ESTANCIA LA CARMINA,ESTANCIA LA CARMINA,31,1
1828,ESTANCIA PERALTA,ESTANCIA PERALTA,31,1
1829,ISLA ALTA,ISLA ALTA,31,1
1830,ISLA JOVAI,ISLA JOVAI,31,1
1831,MINAS CUE,MINAS CUE,31,1
1832,PASO PE,PASO PE,31,1
1833,PUERTO ARECUATACUA,PUERTO ARECUATACUA,31,1
1834,RETIRO FATIMA,RETIRO FATIMA,31,1
1835,RETIRO NARANJAL,RETIRO NARANJAL,31,1
1836,RETIRO YUGO PENGUE,RETIRO YUGO PENGUE,31,1
1837,TACURUTY,TACURUTY,31,1
1838,TUCANGUA CANADA,TUCANGUA CAÑADA,31,1
1839,EUSEBIO AYALA,EUSEBIO AYALA,32,1
1840,ACOSTA NU,ACOSTA ÑU,32,1
1841,AGUAITY,AGUAITY,32,1
1842,BARRETO NU,BARRETO ÑU,32,1
1843,BARRIO SAN BLAS,BARRIO SAN BLAS,32,1
1844,BARRIO SANTA TERESITA,BARRIO SANTA TERESITA,32,1
1845,BOQUERON,BOQUERON,32,1
1846,BOQUERON 2DA.,BOQUERON 2DA.,32,1
1847,CABANA CUE,CABAÑA CUE,32,1
1848,CAHUNDY,CAHUNDY,32,1
1849,CAPIIPE,CAPIIPE,32,1
1850,CAPILLA LOMA,CAPILLA LOMA,32,1
1851,CERRO GUY,CERRO GUY,32,1
1852,CERRO PORTENO,CERRO PORTEÑO,32,1
1853,COL.CURUGUYTY,COL.CURUGUYTY,32,1
1854,COSTA,COSTA,32,1
1855,ESTANCIA SALTO,ESTANCIA SALTO,95,1
1856,ESTANCIA SAN ANTONIO,ESTANCIA SAN ANTONIO,95,1
1857,ESTANCIA SANTA TERESA,ESTANCIA SANTA TERESA,95,1
1858,ESTANCIA YBYRA PIRU,ESTANCIA YBYRA PIRU,95,1
1859,ESTNACIA NEEMBUCU,ESTNACIA ÑEEMBUCU,95,1
1860,GANADERA SALITRE CUE,GANADERA SALITRE CUE,95,1
1861,GRAL.GERVACIO ARTIGAS (MUNIC.),GRAL.GERVACIO ARTIGAS (MUNIC.),95,1
1862,HURTADO CUE,HURTADO CUE,95,1
1863,ISLA ALTA,ISLA ALTA,95,1
1864,ITACURUBI,ITACURUBI,95,1
1865,COL.SANTA MARIA,COL.SANTA MARIA,95,1
1866,PICADA PYTA,PICADA PYTA,95,1
1867,POTRERITO,POTRERITO,95,1
1868,POTRERO DUARTE,POTRERO DUARTE,95,1
1869,PUESTO AGUADA,PUESTO AGUADA,95,1
1870,PUESTO CAAGUAZU,PUESTO CAAGUAZU,95,1
1871,PUESTO IRALA PINDO,PUESTO IRALA PINDO,95,1
1872,PUESTO SOLEDAD,PUESTO SOLEDAD,95,1
1873,PUESTO TAYY,PUESTO TAYY,95,1
1874,SAN BLAS,SAN BLAS,95,1
1875,SAN IDIDRO,SAN IDIDRO,95,1
1876,SAN MIGUEL,SAN MIGUEL,95,1
1877,SAN MIGUL POTRERO,SAN MIGUL POTRERO,95,1
1878,SYRYRYCA,SYRYRYCA,95,1
1879,TOROPE,TOROPE,95,1
1880,YPAYERE,YPAYERE,95,1
1881,YUKYRAYI,YUKYRAYI,95,1
1882,ZANJA HONDO,ZANJA HONDO,95,1
1883,NU GUAZU,ÑU GUAZU,95,1
1884,NU PYAJHU,ÑU PYAJHU,95,1
1885,GRAL. DELGADO,GRAL. DELGADO,96,1
1886,BOQUERON,BOQUERON,96,1
1887,CAA-TY,CAA-TY,96,1
1888,COSTA JHU,COSTA JHU,96,1
1889,ESTANCIA FRANCO CUE,ESTANCIA FRANCO CUE,96,1
1890,ESTANCIA LAUREL,ESTANCIA LAUREL,96,1
1891,ESTANCIA SAN ANTONIO,ESTANCIA SAN ANTONIO,96,1
1892,ESTANCIA SAN MIGUELITO,ESTANCIA SAN MIGUELITO,96,1
1893,ESTANCIA SANTA MARIA,ESTANCIA SANTA MARIA,96,1
1894,ESTANCIA YCUA NU,ESTANCIA YCUA ÑU,96,1
1895,GRAL. DELGADO (MUNICIPIO),GRAL. DELGADO (MUNICIPIO),96,1
1896,ISLA GUAZU,ISLA GUAZU,96,1
1897,ISLA PERU,ISLA PERU,96,1
1898,JHUGUA GUAZU,JHUGUA GUAZU,96,1
1899,JHUGUA-I,JHUGUA-I,96,1
1900,LOMITA,LOMITA,96,1
1901,MANDYYU-TYGUE,MANDYYU-TYGUE,96,1
1902,PASO LAUREL,PASO LAUREL,96,1
1903,POSTA CUE,POSTA CUE,96,1
1904,PUNTA PORA,PUNTA PORA,96,1
1905,SAN ANTONIO (JHUGUA-MI),SAN ANTONIO (JHUGUA-MI),96,1
1906,SAN BLAS,SAN BLAS,96,1
1907,SAN DIONISIO,SAN DIONISIO,96,1
1908,SAN ESTANISLAO,SAN ESTANISLAO,96,1
1909,SAN ISIDRO,SAN ISIDRO,96,1
1910,SAN PEDRO,SAN PEDRO,96,1
1911,SANTA MARIA,SANTA MARIA,96,1
1912,TAVA-I,TAVA-I,96,1
1913,YBYRATY,YBYRATY,96,1
1914,YHACA,YHACA,96,1
1915,HOHENAU,HOHENAU,97,1
1916,CABAYU-Y,CABAYU-Y,97,1
1917,CAMPO ANGEL,CAMPO ANGEL,97,1
1918,FISCO HOHENAU,FISCO HOHENAU,97,1
1919,HOHENAU 1,HOHENAU 1,97,1
1920,HOHENAU 2 (MUNICIPIO),HOHENAU 2 (MUNICIPIO),97,1
1921,HOHENAU 3,HOHENAU 3,97,1
1922,HOHENAU 4,HOHENAU 4,97,1
1923,ITAPE SYI,ITAPE SYI,97,1
1924,LA MORENA,LA MORENA,97,1
1925,PUERTO HOHENAU,PUERTO HOHENAU,97,1
1926,PUERTO SANTA ROSA,PUERTO SANTA ROSA,97,1
1927,SANTA MARIA 1RO.,SANTA MARIA 1RO.,97,1
1928,SANTA MARIA 2A.(COLONIA),SANTA MARIA 2A.(COLONIA),97,1
1929,JESUS,JESUS,98,1
1930,CAAGUAZU (C.FEDERICO CHAVEZ),CAAGUAZU (C.FEDERICO CHAVEZ),98,1
1931,CAMBAY,CAMBAY,98,1
1932,CAMPOS TERWINDT,CAMPOS TERWINDT,98,1
1933,CAPIIBARY (PASO CARLIN),CAPIIBARY (PASO CARLIN),98,1
1934,CARUMBEY,CARUMBEY,98,1
1935,COL.JESUS,COL.JESUS,98,1
1936,JESUS (MUNICIPIO),JESUS (MUNICIPIO),98,1
1937,MADISOVY (CAMPO TOMAS),MADISOVY (CAMPO TOMAS),98,1
1938,SAN ANTONIO,SAN ANTONIO,98,1
1939,SAN JUSTO,SAN JUSTO,98,1
1940,SAN LUIS,SAN LUIS,98,1
1941,SANTA TERESA,SANTA TERESA,98,1
1942,OBLIGADO,OBLIGADO,99,1
1943,ARROYO GUAZU,ARROYO GUAZU,99,1
1944,COL.OBLIGADO KM. 10,COL.OBLIGADO KM. 10,99,1
1945,KILOMETRO 10,KILOMETRO 10,99,1
1946,KILOMETRO 25,KILOMETRO 25,99,1
1947,KILOMETRO 26,KILOMETRO 26,99,1
1948,OBLIGADO (MUNICIPIO),OBLIGADO (MUNICIPIO),99,1
1949,OBLIGADO 3RO.,OBLIGADO 3RO.,99,1
1950,PASTOREO,PASTOREO,99,1
1951,PUERTO OBLIGADO,PUERTO OBLIGADO,99,1
1952,VILLA ALEGRE,VILLA ALEGRE,99,1
1953,SAN COSME,SAN COSME,100,1
1954,ARROCERA BOLF,ARROCERA BOLF,100,1
1955,CHACO-I,CHACO-I,100,1
1956,COL.TIBURCIO BOGADO..........,COL.TIBURCIO BOGADO..........,100,1
1957,COL.YBYCUI (CERRO),COL.YBYCUI (CERRO),100,1
1958,CURUPAY CARE,CURUPAY CARE,100,1
1959,ESTANCIA BAEZ,ESTANCIA BAEZ,100,1
1960,ESTANCIA JORGE BOLF,ESTANCIA JORGE BOLF,100,1
1961,ESTANCIA MALAY,ESTANCIA MALAY,100,1
1962,ESTANCIA MORA,ESTANCIA MORA,100,1
1963,GUACURU CUA,GUACURU CUA,100,1
1964,ISLA BUENA VISTA,ISLA BUENA VISTA,100,1
1965,ISLA FLORES,ISLA FLORES,100,1
1966,ISLA JUPITER,ISLA JUPITER,100,1
1967,ISLA MBOREVI II,ISLA MBOREVI II,100,1
1968,ISLA MYTU-I,ISLA MYTU-I,100,1
1969,ISLA PUCU,ISLA PUCU,100,1
1970,ISLA SAUCE,ISLA SAUCE,100,1
1971,ISLA TALAVERA,ISLA TALAVERA,100,1
1972,ISLA YACY RETA,ISLA YACY RETA,100,1
1973,ISLA YPYTA,ISLA YPYTA,100,1
1974,LOMA SAN ANTONIO,LOMA SAN ANTONIO,100,1
1975,MISERICORDIA,MISERICORDIA,100,1
1976,PIRITY,PIRITY,100,1
1977,POTRERO YBATE,POTRERO YBATE,100,1
1978,POTRERO NA'U,POTRERO ÑA'U,100,1
1979,PUERTO BARRANQUERITA,PUERTO BARRANQUERITA,100,1
1980,PUERTO PICARDIA,PUERTO PICARDIA,100,1
1981,PUESTO,PUESTO,100,1
1982,SAN COSME Y DAMIAN (MUNICIPIO),SAN COSME Y DAMIAN (MUNICIPIO),100,1
1983,SAN LORENZO,SAN LORENZO,100,1
1984,SAN MAURICIO,SAN MAURICIO,100,1
1985,SANTA LUCIA,SANTA LUCIA,100,1
1986,SANTO TOMAS,SANTO TOMAS,100,1
1987,TAMBURA,TAMBURA,100,1
1988,CAMPAMENTO CUE (ESTANCIA),CAMPAMENTO CUE (ESTANCIA),101,1
1989,ALTO VERA,ALTO VERA,101,1
1990,APEPU TY,APEPU TY,101,1
1991,ARROYO FRAZADA,ARROYO FRAZADA,101,1
1992,BARRIO SAN FRANCISCO,BARRIO SAN FRANCISCO,101,1
1993,BARRIO SAN MIGUEL,BARRIO SAN MIGUEL,101,1
1994,BARRIO SANTA CATALINA,BARRIO SANTA CATALINA,101,1
1995,BOGADO CUE,BOGADO CUE,101,1
1996,CAAZAPA - MI,CAAZAPA - MI,101,1
1997,CAMPO FLORIDO,CAMPO FLORIDO,101,1
1998,CANGUE CUA,CANGUE CUA,101,1
1999,CARACHA,CARACHA,101,1
2000,CARAGUATAY,CARAGUATAY,101,1
2001,CARAGUATA I,CARAGUATA I,101,1
2002,CATAGUATA II,CATAGUATA II,101,1
2003,CARINO,CARIÑO,101,1
2004,CANADA LOMA JHOVY,CAÑADA LOMA JHOVY,101,1
2005,CANADA OCULTO,CAÑADA OCULTO,101,1
2006,CANADA TEBICUARY (COSTA),CAÑADA TEBICUARY (COSTA),101,1
2007,CANADITA,CAÑADITA,101,1
2008,COL.CAPITAN LEGUIZAMON,COL.CAPITAN LEGUIZAMON,101,1
2009,CRONA Y,CRONA Y,101,1
2010,CHUCHI'I,CHUCHI'I,101,1
2011,CURUPICA'Y,CURUPICA'Y,101,1
2012,CURUZU ESTEBAN,CURUZU ESTEBAN,101,1
2013,CURE BARRERO,CURE BARRERO,101,1
2014,DESGRACIA CUE,DESGRACIA CUE,101,1
2015,ESTANCIA CARISSIMO,ESTANCIA CARISSIMO,101,1
2016,ESTANCIA GUBETICH,ESTANCIA GUBETICH,101,1
2017,ESTANCIA MENDEZ,ESTANCIA MENDEZ,101,1
2018,ESTANCIA NISQUE,ESTANCIA NISQUE,101,1
2019,ESTANCIA SANTA ROSA,ESTANCIA SANTA ROSA,101,1
2020,ESTANCIA TACUAPI,ESTANCIA TACUAPI,101,1
2021,ESTANCIA YSYPOYU (YSYPOJHU),ESTANCIA YSYPOYU (YSYPOJHU),101,1
2022,FLEITAS CUE,FLEITAS CUE,101,1
2023,GAONA CUE,GAONA CUE,101,1
2024,GUAZU CORA,GUAZU CORA,101,1
2025,GUAZU YGUA,GUAZU YGUA,101,1
2026,IBARRA CUE,IBARRA CUE,101,1
2027,ITA ANGU'A,ITA ANGU'A,101,1
2028,KY'YI,KY'YI,101,1
2029,LOM JHOVY,LOM JHOVY,101,1
2030,MANDYYU TYNGUE,MANDYYU TYNGUE,101,1
2031,MBOCA PIRAY (ESTANCIA),MBOCA PIRAY (ESTANCIA),101,1
2032,MBOCAYA,MBOCAYA,101,1
2033,MBURUCUYA,MBURUCUYA,101,1
2034,MOROTINGUE,MOROTINGUE,101,1
2035,NOVIRETA,NOVIRETA,101,1
2036,PASTOREO,PASTOREO,101,1
2037,PIKY,PIKY,101,1
2038,PINDOYU,PINDOYU,101,1
2039,PIRITY,PIRITY,101,1
2040,POTRERITO,POTRERITO,101,1
2041,POTRERO BENITEZ,POTRERO BENITEZ,101,1
2042,POTRERO GOMEZ,POTRERO GOMEZ,101,1
2043,POTRERO SAN JOSE,POTRERO SAN JOSE,101,1
2044,POTRERO YAPEPO,POTRERO YAPEPO,101,1
2045,POTRERO YBATE,POTRERO YBATE,101,1
2046,POTRERO NEMBOTY,POTRERO ÑEMBOTY,101,1
2047,PUNTA PORA,PUNTA PORA,101,1
2048,PUNTA RATI,PUNTA RATI,101,1
2049,RINCON DE LUNA,RINCON DE LUNA,101,1
2050,SALITRE CUE,SALITRE CUE,101,1
2051,SAN AGUSTIN,SAN AGUSTIN,101,1
2052,SAN ANTONIO (ESTANCIA),SAN ANTONIO (ESTANCIA),101,1
2053,SAN ANTONIO GUAZU,SAN ANTONIO GUAZU,101,1
2054,SAN ANTONIO MI,SAN ANTONIO MI,101,1
2055,SAN CLEMENTE,SAN CLEMENTE,101,1
2056,SAN ISIDRO (YHU ESTANCIA),SAN ISIDRO (YHU ESTANCIA),101,1
2057,SAN JUAN GUAZU,SAN JUAN GUAZU,101,1
2058,SAN JUAN GUAZU,SAN JUAN GUAZU,101,1
2059,TOROPI LOMA,TOROPI LOMA,40,1
2060,YBYRAGUY ESTERO,YBYRAGUY ESTERO,40,1
2061,YCUPA PORA,YCUPA PORA,40,1
2062,TOBATI,TOBATI,41,1
2063,21 DE JUNIO,21 DE JUNIO,41,1
